dates,AI.PA,ALV.DE,ABI.BR,MTS.MC,ASML.AS,G.MI,CS.PA,BBVA.MC,BBVA.MC,BAS.F,BAYN.DE,BMW.DE,BNP.PA,CA.PA,CRH.L,DAI.F,BN.PA,DBK.DE,DBK.DE,ENEL.MI,ENGI.PA,ENGI.PA,ENI.MI,EOAN.F,EI.PA,IBE.MC,ITX.MC,INGA.AS,ISP.MI,OR.PA,MC.PA,MUV2.DE,ORA.PA,PHIA.AS,REP.F,RWE.F,SGO.PA,SAN.PA,SAP.F,SU.PA,SIE.F,GLE.PA,TEF.MC,FP.PA,UL.AS,UCG.MI,UNA.AS,DG.PA,VIV.PA,VOW.F
1/2/2013,74.638283,82.327377,57.199638,26.732647,47.791496,11.934026,10.397949,5.468791,5.468791,61.031475,62.905918,63.710243,37.201092,17.534138,1123.634766,34.30172,44.462044,26.46003,26.46003,2.653761,11.485119,11.800037,14.064805,9.897656,72.335342,3.497206,18.816353,6.409326,1.11888,98.244057,127.31414,110.906319,6.788267,16.48373,13.749783,26.061844,29.290468,12.49905,57.287865,49.614738,68.388763,25.258949,7.713433,30.709946,151.566315,18.943161,24.771765,31.082993,12.543569,154.833633
1/3/2013,74.125206,82.099312,56.511711,26.910679,47.953438,11.909163,10.409242,5.437272,5.437272,60.70359,62.897186,63.441742,37.201092,17.670059,1108.746338,34.265327,43.996788,26.750477,26.750477,2.6342,11.575895,11.893304,14.027772,9.968626,71.961037,3.469383,92.532402,6.426929,1.116438,96.324875,126.418526,110.108719,6.757142,16.439602,13.684632,26.028027,29.11997,12.469062,57.011581,49.404694,68.542282,25.026247,7.698688,30.617767,148.139023,19.041641,24.818436,31.217987,12.324136,154.013336
1/4/2013,74.202995,82.251358,57.428944,26.703024,47.396175,11.909163,10.439361,5.492057,5.492057,60.712818,63.631386,63.601158,37.138329,18.003296,1106.119019,34.451328,43.891453,26.948025,26.948025,2.63746,11.615837,11.934341,14.079618,10.037482,71.792595,3.465169,91.757713,6.506143,1.124576,96.553345,127.045471,110.188484,6.789065,16.255068,13.766925,26.338957,29.207403,12.58401,56.946903,49.387192,68.478584,24.818928,7.717084,30.590878,150.15506,19.140022,24.945734,31.319229,12.090316,154.382004
1/7/2013,73.588867,81.871262,56.842945,26.663494,46.43882,11.900876,10.469477,5.5581,5.5581,60.251598,62.600002,63.559204,37.828636,17.665676,1097.361084,34.837887,43.53154,27.711006,27.711006,2.588558,11.39434,11.706773,13.887053,9.814261,70.342148,3.451679,17.783436,6.677775,1.142478,95.22818,125.522881,110.308121,6.715643,16.439602,13.698347,25.633802,28.918871,12.524037,56.308411,49.098373,68.185394,25.495884,7.694963,30.080004,146.526199,19.484455,24.712362,31.019707,11.820524,151.432632
1/8/2013,73.347862,81.377151,55.968174,26.505278,45.933949,12.000325,10.22101,5.591871,5.591871,59.638607,62.862217,61.427982,38.234451,17.626215,1069.335938,34.370457,43.650047,28.055689,28.055689,2.578778,11.48875,11.803768,13.953711,9.80324,71.21241,3.434817,18.179388,6.573915,1.141664,95.502357,124.851189,108.433754,6.695693,16.351347,13.774642,25.630503,28.114475,12.569015,56.170738,49.115879,67.776268,26.304003,7.672919,30.256691,145.558472,19.897717,24.763277,30.935337,11.950025,149.094315
1/9/2013,73.153488,79.894798,54.915058,25.852783,46.515034,12.025188,10.277481,5.778743,5.778743,59.870045,63.211838,60.546967,38.188427,17.143904,1072.839111,34.447289,43.549095,28.42749,28.42749,2.616269,11.48875,11.803768,14.190717,9.935563,71.305992,3.472756,18.170784,6.738505,1.170145,96.18779,123.642052,107.995079,6.982993,16.367395,13.964943,25.648649,28.040157,12.58401,56.549576,49.185898,68.062126,27.205202,7.974784,30.36809,143.340851,20.862091,24.669924,31.302357,11.95722,147.354172
1/10/2013,72.42276,79.742767,55.246277,25.803347,46.267353,12.066628,10.247363,5.832728,5.832728,59.456635,62.940891,61.159485,38.134048,16.836983,1079.845581,34.734375,43.821224,28.779907,28.779907,2.616269,11.274513,11.583659,14.249967,9.886637,70.650955,3.45758,18.144955,6.82124,1.204321,95.22818,122.343399,107.715935,6.988578,16.844776,14.108956,25.367409,27.900265,12.55902,57.468048,48.223179,68.266273,27.670609,8.022674,30.383455,142.332809,21.117964,24.525654,31.175798,12.014774,148.391083
1/11/2013,72.065094,80.274895,55.764343,25.842875,46.653149,12.058338,10.356537,5.87759,5.87759,59.580742,63.692589,61.436375,38.380878,16.80629,1081.597168,34.830608,43.540321,28.857344,28.857344,2.655391,11.194632,11.501586,14.316622,9.816997,70.473152,3.447463,90.853905,6.835323,1.213272,94.81694,123.462952,107.875435,6.967828,16.77257,14.243538,24.838753,27.734137,12.608997,56.660458,48.494492,68.347908,27.835615,8.066841,30.333519,141.324799,21.039219,24.394121,31.298141,11.996787,151.556137
1/14/2013,72.376053,80.578964,55.407635,25.229914,46.129227,11.685401,10.322656,5.88139,5.88139,60.130005,63.596428,61.436375,38.184254,16.762442,1082.4729,35.339283,43.206745,28.648241,28.648241,2.62116,11.205524,11.512777,14.190717,9.80324,70.781967,3.439874,17.946983,6.885491,1.198625,95.913612,122.701668,108.872444,7.078759,16.760532,14.124385,24.568235,27.843428,12.594003,56.457176,48.17942,68.16745,28.889128,8.114733,30.429544,142.937637,21.088409,24.254091,31.416269,11.870885,152.139557
1/15/2013,71.637527,80.350906,56.605137,25.457382,44.962299,11.58595,10.209716,5.847175,5.847175,60.461243,63.063248,60.815464,37.00864,16.573902,1064.081543,35.445221,43.746613,28.454605,28.454605,2.647241,11.111116,11.415781,14.301811,9.671621,70.566742,3.438189,18.024452,6.794836,1.217341,96.873215,124.492874,107.795677,7.014914,16.788614,14.237539,23.835039,27.415003,12.608997,54.134209,47.698067,68.089081,28.339106,8.092612,30.521729,143.260208,21.216345,24.58931,31.466885,11.726995,151.524796
1/16/2013,72.065094,78.71653,57.10622,25.328789,45.671982,11.436774,10.141953,5.907244,5.907244,60.581997,63.526505,61.335678,36.991905,16.942211,1071.087402,35.340088,43.847561,28.392639,28.392639,2.609749,11.049388,11.35236,14.301811,9.5511,71.146904,3.428915,17.981413,6.749948,1.192115,97.467255,125.836357,105.243355,6.93032,16.848789,14.380693,23.934834,27.672934,12.58401,54.636871,47.741825,67.86203,27.535217,8.026324,30.648495,143.582748,20.852272,24.818436,31.479542,11.899663,153.075073
1/17/2013,72.08844,78.982582,56.341862,25.447477,49.048916,11.668824,10.318892,5.911806,5.911806,61.425602,63.745022,62.141186,38.175884,17.976986,1085.10022,35.502632,43.935345,28.466164,28.466164,2.611379,11.147428,11.453088,14.42772,9.628243,71.296646,3.450836,18.153566,6.689216,1.212459,98.929482,127.358932,106.439766,7.117065,17.24995,14.548709,24.29772,27.843428,12.658973,53.731342,48.021885,67.760002,27.738304,8.063193,30.506369,142.010254,21.354099,24.585062,31.888748,11.946425,152.354324
1/18/2013,71.777466,78.94458,57.063759,25.852783,49.12513,11.610811,10.258657,5.908003,5.908003,61.527912,63.369179,61.528667,38.686287,17.731443,1094.733887,35.247086,43.724663,28.353874,28.353874,2.541286,11.111116,11.415781,14.286999,9.57658,70.828758,3.426385,18.187994,6.536068,1.226292,98.975174,126.68718,106.718925,7.186496,17.009256,14.484418,23.958752,27.231392,12.818895,53.643559,47.960625,67.750992,28.127556,8.000554,30.19907,142.090897,21.747723,24.631737,31.800158,12.00758,153.615173
1/21/2013,72.547081,79.324669,56.978817,27.029268,49.277542,11.65225,10.285008,5.94222,5.94222,61.995838,63.675091,62.325783,38.866188,18.18745,1110.497925,34.991539,44.189915,28.384813,28.384813,2.538026,11.307194,11.617236,14.301811,9.710233,71.352776,3.465169,91.370361,6.646089,1.225478,100.117554,125.388573,107.357002,7.276676,17.161695,14.68158,24.323288,27.576756,36.23275,54.221066,48.091904,68.388763,28.732586,8.033698,30.283577,142.65538,22.052784,24.729328,32.027969,12.054344,154.796768
1/22/2013,72.62487,78.336441,57.692226,26.604149,50.049141,11.726837,10.22854,5.888994,5.888994,61.425602,63.823673,62.22509,38.736492,18.231295,1125.386475,34.854061,44.356697,27.838758,27.838758,2.560847,11.169215,11.475472,14.353657,9.499438,71.605431,3.420484,92.532402,6.618804,1.222223,99.157959,124.761589,107.197472,6.95107,17.386347,14.650718,23.575245,27.624846,12.788913,53.597359,48.652027,68.592911,28.347567,7.989531,30.337357,141.123199,22.161081,24.877842,31.947817,11.568716,155.30368
1/23/2013,72.811432,78.260414,57.471413,26.515182,49.363274,11.594236,10.062897,5.824365,5.824365,61.340908,63.701309,62.376133,37.749149,18.354063,1115.752686,34.971321,44.883396,27.420464,27.420464,2.531506,10.998552,11.300132,14.346251,9.300287,72.990387,3.382544,18.489264,6.386441,1.190488,100.208946,123.955528,106.679039,6.761132,17.450533,14.609571,23.24205,27.454348,12.743932,54.525986,48.730797,68.461395,27.365978,7.945364,30.283577,141.123199,21.974136,25.471886,31.876099,11.388854,157.008804
1/24/2013,72.920212,79.362679,57.411961,26.386684,50.554012,11.751699,10.130659,5.893557,5.893557,61.802963,63.299232,62.619453,38.535675,18.485601,1175.306396,34.823334,45.471542,28.14086,28.14086,2.565737,11.053019,11.356091,14.331437,9.205247,72.793869,3.432287,18.497871,6.455974,1.219782,100.757278,125.030266,107.197472,6.785074,17.759424,14.611287,23.395454,27.629217,12.753928,54.378147,48.687035,68.593925,28.026009,7.996907,30.525576,141.042526,22.88932,25.263977,31.977346,11.442814,156.686218
1/25/2013,73.308983,79.970818,57.828121,26.060436,52.106739,11.693687,10.183365,5.939178,5.939178,63.438187,66.358444,63.643124,39.046085,18.814447,1181.436768,35.323917,45.489101,28.392639,28.392639,2.577147,11.125641,11.430704,14.227747,9.190084,72.578651,3.476972,18.480656,6.478858,1.209204,101.534088,126.149818,107.955208,6.741979,17.723322,15.03218,23.45731,27.651075,12.743932,55.717972,49.273415,69.102623,28.53796,8.026324,30.594715,140.9216,22.987701,25.306408,32.479351,11.410438,159.38031
1/28/2013,72.220573,79.058601,57.980988,25.813253,53.564201,11.809712,10.33395,5.918649,5.918649,63.354336,66.148674,63.349438,39.882816,18.84514,1184.939819,35.490505,45.243305,28.655975,28.655975,2.608119,11.176476,11.482933,14.227747,9.031578,71.745796,3.431445,90.423515,6.592398,1.240939,101.899651,125.478104,108.194489,6.789065,17.598961,14.885594,23.29236,27.585497,12.768919,55.413044,49.824787,69.060196,28.821432,7.99318,30.341204,139.389389,23.410782,25.310652,32.213593,11.493176,160.5112
1/29/2013,72.655945,80.274895,58.753838,26.099968,53.126011,11.701975,10.416773,5.857821,5.857821,63.522041,64.304413,63.416565,39.531387,18.818834,1194.573364,35.643349,45.647106,28.594007,28.594007,2.642351,11.194632,11.501586,14.301811,9.224553,72.06398,3.46011,17.749004,6.564234,1.240126,103.407585,126.01548,107.835564,6.865678,17.996111,14.619859,23.679163,27.227018,12.743932,55.721664,49.343433,68.890671,28.419491,8.011651,30.832859,140.316788,23.597826,25.437943,32.251549,11.529146,159.495514
1/30/2013,73.169029,79.932816,58.855755,25.526537,53.164116,11.619101,10.409242,5.726277,5.726277,63.143005,64.199524,62.854393,38.661186,18.643448,1178.809326,35.179966,45.717335,28.775995,28.775995,2.601599,11.074805,11.378474,13.627827,9.162495,71.970398,3.427229,18.187994,6.565114,1.219782,103.773148,124.940735,107.516533,6.820987,18.553728,14.644716,23.326174,26.580006,12.768919,55.577518,49.185898,68.918655,27.941393,7.96741,31.205452,141.566742,22.722013,25.297918,31.964682,11.370869,159.082596
1/31/2013,73.18457,80.084846,54.269592,24.953106,52.678291,11.693687,10.269951,5.569643,5.569643,62.969425,63.526505,62.216709,38.665371,18.397911,1192.822021,34.645416,44.804394,29.597122,29.597122,2.6179,10.973135,11.274016,13.694487,8.85525,70.267288,3.348819,17.766218,6.556312,1.222223,99.980469,124.358582,107.955208,6.673347,18.461458,14.218678,23.001225,26.553776,12.753928,55.607086,49.098373,68.424294,28.157169,7.864331,30.675383,140.357101,23.400963,25.289429,31.66094,11.360077,157.049362
2/1/2013,74.59948,80.236885,56.537197,25.338696,53.907131,11.602526,10.394184,5.559759,5.559759,63.670467,63.806202,62.493603,39.121391,18.468063,1198.952515,35.271351,44.97118,29.841076,29.841076,2.555957,11.013077,11.315053,13.694487,8.859393,71.17498,3.24596,17.430521,6.411965,1.186419,102.265213,125.254211,108.593285,6.679731,18.698145,14.11067,22.859367,26.575634,12.813897,56.510773,49.535976,68.034317,28.550655,7.713433,30.852062,139.308731,22.800756,25.247,32.044842,11.410438,160.695557
2/4/2013,72.20504,77.576256,55.424622,24.448925,54.107178,10.964385,10.002661,5.297434,5.297434,61.211773,62.870949,60.437885,37.39772,18.073446,1147.281006,34.141602,44.154797,28.837963,28.837963,2.440221,10.68991,10.983027,13.242689,8.783579,68.891693,3.106848,17.370268,6.179604,1.122948,99.249344,120.014732,106.679039,6.406795,18.361168,13.524334,22.660606,26.077259,12.608997,55.671768,48.354458,65.456703,27.184046,7.415173,29.960922,137.534607,20.911282,24.937244,30.564096,11.126257,155.137802
2/5/2013,72.671494,78.90657,55.26326,24.557707,53.60231,11.080411,10.077954,5.421374,5.421374,61.870049,62.669918,60.295246,38.092213,18.261988,1154.287231,34.204678,43.856339,29.252438,29.252438,2.469563,10.896883,11.195673,13.509324,8.800776,69.462532,3.185257,89.605789,6.153199,1.146546,101.442703,120.91037,110.826569,6.406795,18.24082,13.727494,22.84535,26.396395,12.638982,55.800205,48.984604,66.033287,27.632528,7.544066,30.306627,139.631317,21.442759,25.123947,30.893156,11.295327,153.017929
2/6/2013,71.520935,77.500229,54.668758,24.864138,53.459415,10.9561,9.818192,5.417571,5.417571,60.377384,61.271431,60.219727,37.121601,18.169909,1151.660034,34.63895,43.799282,28.81476,28.81476,2.432071,10.729852,11.024063,13.45748,8.666497,68.667114,3.146474,17.817867,6.026455,1.127831,99.980469,118.223488,109.071846,6.265539,18.329075,13.442897,22.250711,26.107861,12.618992,54.56295,48.048145,65.230301,26.655172,7.433584,29.88026,137.615265,21.07859,24.899765,29.872236,11.259354,152.460297
2/7/2013,70.54921,77.804314,54.804642,24.162209,53.10696,10.806923,9.791841,5.387156,5.387156,60.423515,61.900753,60.194553,36.452213,18.240063,1146.405273,35.583508,44.075794,28.272528,28.272528,2.392949,10.697172,10.990487,12.83534,8.641644,68.320877,3.131298,17.740396,5.989489,1.11237,98.792397,117.103935,107.157616,6.295067,18.248842,13.581766,22.288647,26.164692,12.569015,54.943645,47.479267,65.414352,26.278616,7.382036,29.503826,137.171768,20.862091,24.861258,29.585373,11.104673,152.630829
2/8/2013,71.248848,77.956337,54.464935,24.14249,53.383209,11.038974,9.980074,5.626671,5.626671,60.581158,62.023121,61.671318,37.314045,18.292681,1164.796997,36.75531,44.760502,28.520393,28.520393,2.40273,10.718959,11.012872,12.909405,8.853141,68.423798,3.181041,17.938374,6.008853,1.138409,99.249344,119.208679,107.556404,6.293471,18.276924,13.736066,22.622669,26.230268,12.633985,55.283684,47.969376,65.339737,27.035961,7.418859,29.484625,138.82489,21.570593,24.985334,29.952394,11.342091,155.948883
2/11/2013,71.093353,77.956337,54.346027,24.231461,53.10696,10.9561,9.916074,5.58333,5.58333,60.169422,61.332623,60.471443,37.443737,18.279524,1171.803101,36.257149,44.681499,28.299643,28.299643,2.40599,10.813367,11.109868,12.820529,9.148739,68.227303,3.1372,87.884247,6.04934,1.121321,98.655312,117.641319,107.755814,6.291077,18.248842,13.546621,23.018545,25.985453,12.484056,54.636871,47.680561,65.329506,26.701714,7.325341,29.315615,137.937836,21.354099,24.852701,29.868023,11.331299,155.119339
2/12/2013,71.139977,78.830551,55.280251,24.182024,53.316532,11.014112,10.160776,5.763535,5.763535,60.081375,61.944454,60.00996,38.51894,18.437372,1187.567261,35.938522,44.198689,28.59783,28.59783,2.433701,10.871467,11.169559,12.946435,9.238308,68.667114,3.203805,18.170784,6.10127,1.14736,102.402298,119.119125,107.955208,6.248781,18.276924,13.604911,23.148857,26.024799,12.544029,55.46479,48.153168,66.007828,27.640989,7.354792,29.469267,139.71196,21.669075,24.989611,30.302538,11.295327,155.65303
2/13/2013,71.676407,79.096611,55.789825,24.43902,52.630669,11.022399,10.251127,5.851737,5.851737,61.098553,62.110527,60.538574,38.359962,18.196215,1243.617554,36.502995,44.207474,28.466164,28.466164,2.433701,10.838785,11.135983,13.064939,9.208685,68.901054,3.229942,90.724785,5.854825,1.144919,102.813553,119.611725,107.875435,6.176955,18.429365,13.770352,23.132359,26.291471,12.608997,55.440769,48.345707,66.770912,26.655172,7.407814,29.580652,140.881271,21.590332,24.976774,30.028326,11.144241,156.87056
2/14/2013,70.564751,78.488472,59.102043,24.182024,52.906914,10.906373,10.202188,5.775702,5.775702,59.83231,60.869366,60.144215,39.117199,17.696369,1233.983887,35.873829,44.216244,28.133125,28.133125,2.383168,10.624551,10.915875,12.827932,9.09223,68.910416,3.213923,17.878119,5.88035,1.126203,101.534088,118.17868,107.317131,6.117101,18.152565,13.477187,22.864319,26.558146,12.549026,55.255959,47.53178,66.709076,25.728588,7.326808,28.98912,139.953888,21.413204,25.404604,30.150673,11.083091,154.759903
2/15/2013,70.051666,77.766296,59.186977,23.905214,52.049583,10.707474,10.126893,5.722476,5.722476,59.664597,60.31871,60.119045,38.493839,17.538523,1215.592407,35.585125,44.005569,27.869789,27.869789,2.357087,10.58824,10.878567,13.101971,8.955841,68.086929,3.107691,17.817867,5.77561,1.118066,100.985756,119.119125,105.961205,6.034103,17.602974,13.249166,22.545143,26.724272,12.544029,55.422279,47.689312,66.108772,25.377415,7.178066,28.654936,139.187805,21.176971,25.207804,29.53475,11.291729,154.105515
2/18/2013,69.507431,78.488472,58.176331,24.083147,51.478027,10.608023,10.318892,5.699666,5.699666,59.936291,60.563457,59.884106,37.970882,17.604292,1217.343994,35.910221,44.058239,27.966606,27.966606,2.353827,10.646338,10.938257,13.064939,9.158351,68.17115,3.101789,17.61989,5.825779,1.109929,100.574501,118.536949,106.718925,6.065228,17.494659,13.309171,23.303905,27.261993,36.112812,54.874348,47.295479,65.969681,25.804747,7.102222,28.766323,141.969925,20.812901,25.053789,29.749895,11.38166,153.903656
2/19/2013,70.642456,80.084846,58.770824,24.646673,52.478245,10.856648,10.4883,5.81676,5.81676,61.995838,62.7486,60.236511,38.175884,18.411062,1224.350342,36.517551,46.656609,28.369345,28.369345,2.397839,10.722591,11.016603,13.213068,9.086759,68.536102,3.167552,88.185524,5.897953,1.133527,102.082428,119.835609,108.832573,6.161792,17.598961,13.563766,23.354216,27.611729,12.544029,55.258736,48.538254,66.788773,26.363237,7.212677,29.423168,142.736023,21.314823,25.520121,30.213953,11.388854,156.733231
2/20/2013,70.43261,79.286659,59.314377,23.65803,52.440144,10.740623,10.315126,5.777982,5.777982,62.054539,63.482792,59.372276,37.255482,18.231295,1229.605225,36.586292,46.57761,28.047955,28.047955,2.363608,10.504725,10.792763,13.094564,8.880732,69.153717,3.114436,17.327229,5.713999,1.119694,102.173828,118.671303,107.715935,6.033305,17.37431,13.304885,23.020195,27.463091,12.564018,55.664379,48.476986,66.55983,25.952831,7.11916,29.158133,140.800613,20.812901,25.631355,29.720367,11.126257,157.193146
2/21/2013,69.756241,77.348206,58.855755,22.718821,50.925526,10.326246,9.991368,5.655564,5.655564,60.880527,62.30283,57.945854,35.561096,17.968218,1170.051636,35.784061,45.998241,26.955759,26.955759,2.273954,10.254181,10.535348,12.790899,8.700184,67.984001,3.03687,17.168846,5.436749,1.074125,100.300323,116.924812,105.84156,5.819427,17.093496,12.923424,22.347206,26.763618,12.58401,54.655354,49.597233,65.461769,24.776619,6.989557,28.60116,138.179764,19.917452,25.310484,29.104446,10.683796,153.921188
2/22/2013,72.034004,79.210632,59.866398,22.75835,51.420876,10.533435,10.243597,5.755171,5.755171,62.473827,63.806202,57.719311,36.506599,18.415447,1220.847168,36.090557,46.955078,27.474695,27.474695,2.331007,10.668124,10.960642,12.946435,8.852515,70.866173,3.143945,17.594065,5.547649,1.094468,102.904945,118.626526,108.114723,6.002182,17.402393,13.185733,22.92535,27.524294,12.58401,55.209763,51.715206,66.431763,25.233564,7.161129,29.238794,139.913544,20.192959,25.494448,30.045206,11.115465,147.970795
2/25/2013,72.135056,80.350906,59.874889,22.975916,51.449448,10.649462,10.29254,5.752891,5.752891,61.970684,64.461739,59.221241,36.556808,18.266369,1244.493652,35.987045,47.156971,28.032396,28.032396,2.345677,10.780687,11.076292,12.990875,8.856581,71.025261,3.179355,17.835081,5.579335,1.103419,104.82412,119.656502,109.989082,5.968663,17.498671,13.490045,23.025969,27.524294,12.589005,55.471256,51.11132,66.625084,25.237795,7.287052,29.507671,140.719986,20.596403,25.464504,30.332073,11.471591,140.003738
2/26/2013,70.790207,78.108383,59.254925,22.34314,51.7257,9.953309,9.901016,5.517939,5.517939,60.726234,63.605179,58.281487,34.866604,17.797216,1256.754395,35.818027,45.805119,26.665308,26.665308,2.208751,10.315908,10.59877,12.598333,8.722928,69.434448,3.046988,17.39609,5.286241,1.00333,102.310905,117.103935,107.117714,5.793888,17.033321,13.67349,22.714216,26.597494,12.608997,54.949188,49.282169,66.304558,23.862726,7.002078,28.574278,139.066818,18.854597,25.117962,29.36178,11.270146,141.662781
2/27/2013,72.20504,78.754524,60.002296,22.896755,51.849537,10.210221,9.931132,5.612223,5.612223,60.712818,64.557899,59.003082,36.109154,18.174292,1256.754395,36.715679,46.481049,27.075779,27.075779,2.238092,10.464783,10.751726,12.872372,8.818048,69.827477,3.111064,87.195656,5.33377,1.022046,103.681747,117.686089,107.795677,5.991008,17.322159,13.814074,22.79174,26.986576,12.594003,55.024956,50.708733,66.982887,24.687767,7.216356,29.196535,140.316788,19.19903,25.297651,30.036764,11.590301,144.962402
2/28/2013,72.453835,79.590729,60.945007,22.728729,51.935268,10.293097,10.01772,5.650242,5.650242,60.79668,66.306007,59.321918,36.067318,18.310213,1259.381836,37.015709,46.691723,27.18033,27.18033,2.259283,10.515617,10.803955,12.93162,8.833914,73.972954,3.195374,17.671537,5.420025,1.011467,104.687035,118.133919,109.829559,5.920779,17.42646,13.845789,23.364111,26.71553,12.594003,55.498055,51.566418,67.661209,24.886623,7.363632,29.419321,142.574738,19.149839,25.421719,29.910206,11.597495,145.533859
3/1/2013,73.371132,79.096611,61.344173,22.184919,51.963848,10.102484,9.889721,5.555956,5.555956,60.293526,65.877724,58.063328,35.45232,18.047138,1262.009155,36.886318,46.621502,26.002966,26.002966,2.216901,10.297754,10.580116,12.761273,8.762242,74.478279,3.153219,89.820984,5.290642,1.00984,105.281067,117.686089,109.430756,5.831397,17.29809,13.970086,23.685762,26.453224,12.594003,55.810371,50.936283,67.323792,24.243515,7.433584,29.43469,141.929596,18.785769,25.657026,29.851147,11.226978,142.802002
3/4/2013,73.697647,79.096611,61.140343,21.453369,51.935268,9.878722,9.882193,5.568884,5.568884,60.178646,66.052528,58.231144,35.561096,18.104137,1279.52478,36.409187,46.928741,25.677664,25.677664,2.244612,10.479308,10.766649,12.776088,8.852515,75.198822,3.212236,89.519722,5.252795,0.977291,104.82412,117.686089,109.470642,6.164187,17.326172,14.382406,23.754215,26.278358,12.544029,56.568062,51.023804,67.406898,24.256208,7.654521,29.323292,141.365112,18.3134,25.819601,29.868023,11.180214,140.706985
3/5/2013,74.482796,81.111084,61.573483,22.125673,52.992649,10.31796,10.160776,5.664689,5.664689,61.257896,68.16774,59.917667,36.594456,18.621525,1325.941528,37.667522,48.10503,26.533548,26.533548,2.296775,10.664494,10.956912,13.16863,8.957171,75.329819,3.279685,18.523695,5.456111,1.021232,105.829414,119.835609,111.983078,6.242396,18.052275,14.57271,24.107206,26.654324,12.564018,58.092678,52.502884,68.550629,25.246256,7.875429,29.960922,144.268204,18.943161,26.260267,30.429098,11.363673,144.880371
3/6/2013,73.697647,82.859497,61.564983,22.036705,53.10696,10.251659,10.194657,5.619827,5.619827,61.777805,68.377533,60.07708,35.996201,18.753065,1294.296631,37.717663,47.490543,26.324446,26.324446,2.257653,10.617289,10.908413,13.220473,9.023996,74.599915,3.265352,18.265465,5.55469,1.026928,105.738022,120.238655,114.415756,6.091563,18.192678,14.398697,23.599163,26.536289,12.569015,58.509407,51.863983,69.445992,25.081247,7.816515,30.018545,144.993988,18.992449,26.200371,30.323629,11.23777,146.593796
3/7/2013,73.837593,83.923759,61.785797,21.967457,51.763805,10.243372,10.205953,5.626671,5.626671,61.551399,68.386253,60.429493,35.858135,19.292376,1321.075195,36.807064,48.579056,26.305065,26.305065,2.270694,10.580976,10.871106,13.413043,9.032985,74.721565,3.299076,18.351542,5.557331,1.011467,108.251244,120.686485,115.971092,6.081986,18.112448,14.519563,23.586794,27.366913,12.608997,58.942772,52.161556,69.441795,24.92893,7.915871,30.083836,148.018066,18.913704,26.401453,30.534565,11.176618,147.64267
3/8/2013,73.954178,85.292068,62.974808,22.402483,51.2113,10.500284,10.499595,5.853258,5.853258,61.341747,68.709663,60.958107,37.326599,19.831686,1330.001343,36.801403,48.965302,26.781416,26.781416,2.314706,10.68265,10.975565,13.398229,9.077066,74.337906,3.420484,18.687241,5.746565,1.028556,108.845276,122.432961,115.61216,6.304645,18.51762,15.004748,23.846586,27.69042,12.618992,58.952011,52.511635,70.298141,26.100916,8.247232,30.106884,149.630905,19.445084,26.743715,30.8594,11.403243,147.320084
3/11/2013,73.728722,84.265831,63.153152,22.659477,50.954102,10.301386,10.623826,5.825885,5.825885,61.677189,67.914268,60.882591,37.146698,19.577375,1337.142212,37.219501,48.631725,26.483231,26.483231,2.313075,10.646338,10.938257,13.361196,9.028842,74.450195,3.367368,18.43762,5.693755,1.021232,108.799583,121.895599,115.452637,6.366096,18.216751,14.615571,23.725349,27.533039,12.638982,58.905811,52.511635,70.586388,26.168612,8.173646,30.202917,147.493881,19.208849,26.658152,30.791903,11.500369,147.285065
3/12/2013,74.03196,84.531891,62.499199,22.778166,50.925526,10.309671,10.744296,5.781785,5.781785,61.22435,67.328651,60.412716,36.950073,19.625607,1333.571777,36.883892,48.728287,26.46003,26.46003,2.264173,10.55919,10.848722,13.464885,8.998517,74.99295,3.331115,93.350128,5.725441,1.025301,108.616798,121.761208,116.090729,6.390037,18.260878,14.573569,23.283289,28.12759,12.613994,58.674809,52.712929,70.120102,25.910522,8.133127,30.229799,146.1633,18.913704,26.48274,30.787685,11.626273,145.055496
3/13/2013,74.754967,84.835968,62.541668,22.204735,51.706646,10.102484,10.759355,5.778743,5.778743,62.054539,67.477234,59.80019,36.581909,19.244144,1328.216064,36.883083,48.456165,26.142366,26.142366,2.128877,10.504725,10.792763,13.279725,8.962016,77.192009,3.351349,90.939987,5.624222,1.001702,109.622086,121.850784,116.369881,6.340557,18.337097,14.517849,23.298134,27.616098,12.579011,59.155289,52.677917,70.544044,25.432419,8.144151,30.12225,146.445557,18.539717,26.422842,30.791903,11.791745,147.192886
3/14/2013,75.166992,86.242287,63.051243,22.837511,52.287727,11.047261,10.992763,5.915607,5.915607,62.935047,68.832024,59.523304,37.033741,19.349375,1374.632202,37.095768,48.859966,26.580046,26.580046,2.159849,10.700805,10.994219,13.694487,9.023996,79.643753,3.456737,17.878119,5.743044,1.018791,110.033348,121.447769,117.366882,6.759536,18.609888,14.929313,23.595865,28.018297,12.579011,59.774387,52.774193,70.884079,25.808977,8.468211,30.394968,148.743851,18.726662,26.589699,30.888935,11.9824,143.978043
